Путь;Каталог;Имя файла;Расширение;Размер, байт;Изменён;Разбор;Формат по содержимому;Статус
ARXIV/UDH3/Vfp98/Wizards/Template/Recipes/Forms/RECIPES.SCX;ARXIV/UDH3/Vfp98/Wizards/Template/Recipes/Forms;RECIPES.SCX;.scx;5938;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Recipes/Libs/MSCREATE.DIR;ARXIV/UDH3/Vfp98/Wizards/Template/Recipes/Libs;MSCREATE.DIR;.dir;0;2004-07-20 18:09:24;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Recipes/Libs/RECIPES.VCT;ARXIV/UDH3/Vfp98/Wizards/Template/Recipes/Libs;RECIPES.VCT;.vct;25978;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Recipes/Libs/RECIPES.VCX;ARXIV/UDH3/Vfp98/Wizards/Template/Recipes/Libs;RECIPES.VCX;.vcx;2667;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Recipes/Reports/BY_CAT.FRT;ARXIV/UDH3/Vfp98/Wizards/Template/Recipes/Reports;BY_CAT.FRT;.frt;3267;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Recipes/Reports/BY_CAT.FRX;ARXIV/UDH3/Vfp98/Wizards/Template/Recipes/Reports;BY_CAT.FRX;.frx;9338;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Recipes/Reports/DETAILS.FRT;ARXIV/UDH3/Vfp98/Wizards/Template/Recipes/Reports;DETAILS.FRT;.frt;6105;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Recipes/Reports/DETAILS.FRX;ARXIV/UDH3/Vfp98/Wizards/Template/Recipes/Reports;DETAILS.FRX;.frx;13460;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Recipes/Reports/MSCREATE.DIR;ARXIV/UDH3/Vfp98/Wizards/Template/Recipes/Reports;MSCREATE.DIR;.dir;0;2004-07-20 18:09:24;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Recipes/Reports/SORTED.FRT;ARXIV/UDH3/Vfp98/Wizards/Template/Recipes/Reports;SORTED.FRT;.frt;3102;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Recipes/Reports/SORTED.FRX;ARXIV/UDH3/Vfp98/Wizards/Template/Recipes/Reports;SORTED.FRX;.frx;8193;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Resource Scheduling/MSCREATE.DIR;ARXIV/UDH3/Vfp98/Wizards/Template/Resource Scheduling;MSCREATE.DIR;.dir;0;2004-07-20 18:09:24;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Resource Scheduling/Data/MSCREATE.DIR;ARXIV/UDH3/Vfp98/Wizards/Template/Resource Scheduling/Data;MSCREATE.DIR;.dir;0;2004-07-20 18:09:24;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Resource Scheduling/Data/Resource Scheduling.DBC;ARXIV/UDH3/Vfp98/Wizards/Template/Resource Scheduling/Data;Resource Scheduling.DBC;.dbc;10452;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Resource Scheduling/Data/Resource Scheduling.DCT;ARXIV/UDH3/Vfp98/Wizards/Template/Resource Scheduling/Data;Resource Scheduling.DCT;.dct;4736;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Resource Scheduling/Data/Resource Scheduling.DCX;ARXIV/UDH3/Vfp98/Wizards/Template/Resource Scheduling/Data;Resource Scheduling.DCX;.dcx;6144;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Resource Scheduling/Data/Resource Types.CDX;ARXIV/UDH3/Vfp98/Wizards/Template/Resource Scheduling/Data;Resource Types.CDX;.cdx;3072;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Resource Scheduling/Data/SCHEDULE.CDX;ARXIV/UDH3/Vfp98/Wizards/Template/Resource Scheduling/Data;SCHEDULE.CDX;.cdx;12288;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Resource Scheduling/Data/SCHEDULE.DBF;ARXIV/UDH3/Vfp98/Wizards/Template/Resource Scheduling/Data;SCHEDULE.DBF;.dbf;477;1998-05-24 19:00:00;DBF;Visual FoxPro;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Resource Scheduling/Data/Schedule Details.CDX;ARXIV/UDH3/Vfp98/Wizards/Template/Resource Scheduling/Data;Schedule Details.CDX;.cdx;10752;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Resource Scheduling/Data/customers.cdx;ARXIV/UDH3/Vfp98/Wizards/Template/Resource Scheduling/Data;customers.cdx;.cdx;7680;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Resource Scheduling/Data/customers.dbf;ARXIV/UDH3/Vfp98/Wizards/Template/Resource Scheduling/Data;customers.dbf;.dbf;2807;1998-05-24 19:00:00;DBF;Visual FoxPro;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Resource Scheduling/Data/customers.fpt;ARXIV/UDH3/Vfp98/Wizards/Template/Resource Scheduling/Data;customers.fpt;.fpt;791;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Resource Scheduling/Data/resource types.dbf;ARXIV/UDH3/Vfp98/Wizards/Template/Resource Scheduling/Data;resource types.dbf;.dbf;690;1998-05-24 19:00:00;DBF;Visual FoxPro;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Resource Scheduling/Data/resources.cdx;ARXIV/UDH3/Vfp98/Wizards/Template/Resource Scheduling/Data;resources.cdx;.cdx;7680;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Resource Scheduling/Data/resources.dbf;ARXIV/UDH3/Vfp98/Wizards/Template/Resource Scheduling/Data;resources.dbf;.dbf;802;1998-05-24 19:00:00;DBF;Visual FoxPro;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Resource Scheduling/Data/resources.fpt;ARXIV/UDH3/Vfp98/Wizards/Template/Resource Scheduling/Data;resources.fpt;.fpt;795;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Resource Scheduling/Data/schedule details.dbf;ARXIV/UDH3/Vfp98/Wizards/Template/Resource Scheduling/Data;schedule details.dbf;.dbf;1268;1998-05-24 19:00:00;DBF;Visual FoxPro;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Service Call Management/MSCREATE.DIR;ARXIV/UDH3/Vfp98/Wizards/Template/Service Call Management;MSCREATE.DIR;.dir;0;2004-07-20 18:09:24;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Service Call Management/Data/MSCREATE.DIR;ARXIV/UDH3/Vfp98/Wizards/Template/Service Call Management/Data;MSCREATE.DIR;.dir;0;2004-07-20 18:09:24;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Service Call Management/Data/My Company Information.CDX;ARXIV/UDH3/Vfp98/Wizards/Template/Service Call Management/Data;My Company Information.CDX;.cdx;7680;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Service Call Management/Data/PARTS.CDX;ARXIV/UDH3/Vfp98/Wizards/Template/Service Call Management/Data;PARTS.CDX;.cdx;3072;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Service Call Management/Data/PARTS.DBF;ARXIV/UDH3/Vfp98/Wizards/Template/Service Call Management/Data;PARTS.DBF;.dbf;759;1998-05-24 19:00:00;DBF;Visual FoxPro;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Service Call Management/Data/PARTS.FPT;ARXIV/UDH3/Vfp98/Wizards/Template/Service Call Management/Data;PARTS.FPT;.fpt;665;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Service Call Management/Data/PAYMENTS.CDX;ARXIV/UDH3/Vfp98/Wizards/Template/Service Call Management/Data;PAYMENTS.CDX;.cdx;15360;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Service Call Management/Data/PAYMENTS.DBF;ARXIV/UDH3/Vfp98/Wizards/Template/Service Call Management/Data;PAYMENTS.DBF;.dbf;1605;1998-05-24 19:00:00;DBF;Visual FoxPro;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Service Call Management/Data/Payment Methods.CDX;ARXIV/UDH3/Vfp98/Wizards/Template/Service Call Management/Data;Payment Methods.CDX;.cdx;3072;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Service Call Management/Data/Service Call Management.DBC;ARXIV/UDH3/Vfp98/Wizards/Template/Service Call Management/Data;Service Call Management.DBC;.dbc;21507;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Service Call Management/Data/Service Call Management.DCT;ARXIV/UDH3/Vfp98/Wizards/Template/Service Call Management/Data;Service Call Management.DCT;.dct;9408;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Service Call Management/Data/Service Call Management.DCX;ARXIV/UDH3/Vfp98/Wizards/Template/Service Call Management/Data;Service Call Management.DCX;.dcx;9216;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Service Call Management/Data/Workorder Labor.CDX;ARXIV/UDH3/Vfp98/Wizards/Template/Service Call Management/Data;Workorder Labor.CDX;.cdx;13824;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Service Call Management/Data/Workorder Parts.CDX;ARXIV/UDH3/Vfp98/Wizards/Template/Service Call Management/Data;Workorder Parts.CDX;.cdx;13824;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Service Call Management/Data/customers.cdx;ARXIV/UDH3/Vfp98/Wizards/Template/Service Call Management/Data;customers.cdx;.cdx;10752;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Service Call Management/Data/customers.dbf;ARXIV/UDH3/Vfp98/Wizards/Template/Service Call Management/Data;customers.dbf;.dbf;2677;1998-05-24 19:00:00;DBF;Visual FoxPro;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Service Call Management/Data/customers.fpt;ARXIV/UDH3/Vfp98/Wizards/Template/Service Call Management/Data;customers.fpt;.fpt;791;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Service Call Management/Data/employees.cdx;ARXIV/UDH3/Vfp98/Wizards/Template/Service Call Management/Data;employees.cdx;.cdx;4608;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Service Call Management/Data/employees.dbf;ARXIV/UDH3/Vfp98/Wizards/Template/Service Call Management/Data;employees.dbf;.dbf;1635;1998-05-24 19:00:00;DBF;Visual FoxPro;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Service Call Management/Data/my company information.FPT;ARXIV/UDH3/Vfp98/Wizards/Template/Service Call Management/Data;my company information.FPT;.fpt;695;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Service Call Management/Data/my company information.dbf;ARXIV/UDH3/Vfp98/Wizards/Template/Service Call Management/Data;my company information.dbf;.dbf;955;1998-05-24 19:00:00;DBF;Visual FoxPro;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Service Call Management/Data/payment methods.dbf;ARXIV/UDH3/Vfp98/Wizards/Template/Service Call Management/Data;payment methods.dbf;.dbf;672;1998-05-24 19:00:00;DBF;Visual FoxPro;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Service Call Management/Data/workorder labor.FPT;ARXIV/UDH3/Vfp98/Wizards/Template/Service Call Management/Data;workorder labor.FPT;.fpt;512;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Service Call Management/Data/workorder labor.dbf;ARXIV/UDH3/Vfp98/Wizards/Template/Service Call Management/Data;workorder labor.dbf;.dbf;851;1998-05-24 19:00:00;DBF;Visual FoxPro;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Service Call Management/Data/workorder parts.dbf;ARXIV/UDH3/Vfp98/Wizards/Template/Service Call Management/Data;workorder parts.dbf;.dbf;862;1998-05-24 19:00:00;DBF;Visual FoxPro;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Service Call Management/Data/workorders.cdx;ARXIV/UDH3/Vfp98/Wizards/Template/Service Call Management/Data;workorders.cdx;.cdx;15360;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Service Call Management/Data/workorders.dbf;ARXIV/UDH3/Vfp98/Wizards/Template/Service Call Management/Data;workorders.dbf;.dbf;2363;1998-05-24 19:00:00;DBF;Visual FoxPro;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Service Call Management/Data/workorders.fpt;ARXIV/UDH3/Vfp98/Wizards/Template/Service Call Management/Data;workorders.fpt;.fpt;1085;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Students And Classes/MSCREATE.DIR;ARXIV/UDH3/Vfp98/Wizards/Template/Students And Classes;MSCREATE.DIR;.dir;0;2004-07-20 18:09:22;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Students And Classes/Data/CLASSES.CDX;ARXIV/UDH3/Vfp98/Wizards/Template/Students And Classes/Data;CLASSES.CDX;.cdx;10752;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Students And Classes/Data/CLASSES.DBF;ARXIV/UDH3/Vfp98/Wizards/Template/Students And Classes/Data;CLASSES.DBF;.dbf;1126;1998-05-24 19:00:00;DBF;Visual FoxPro;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Students And Classes/Data/CLASSES.FPT;ARXIV/UDH3/Vfp98/Wizards/Template/Students And Classes/Data;CLASSES.FPT;.fpt;704;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Students And Classes/Data/MSCREATE.DIR;ARXIV/UDH3/Vfp98/Wizards/Template/Students And Classes/Data;MSCREATE.DIR;.dir;0;2004-07-20 18:09:22;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Students And Classes/Data/RESULTS.CDX;ARXIV/UDH3/Vfp98/Wizards/Template/Students And Classes/Data;RESULTS.CDX;.cdx;9216;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Students And Classes/Data/RESULTS.DBF;ARXIV/UDH3/Vfp98/Wizards/Template/Students And Classes/Data;RESULTS.DBF;.dbf;1997;1998-05-24 19:00:00;DBF;Visual FoxPro;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Students And Classes/Data/STUDENTS AND CLASSES.DBC;ARXIV/UDH3/Vfp98/Wizards/Template/Students And Classes/Data;STUDENTS AND CLASSES.DBC;.dbc;16887;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Students And Classes/Data/STUDENTS AND CLASSES.DCT;ARXIV/UDH3/Vfp98/Wizards/Template/Students And Classes/Data;STUDENTS AND CLASSES.DCT;.dct;17600;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Students And Classes/Data/STUDENTS AND CLASSES.DCX;ARXIV/UDH3/Vfp98/Wizards/Template/Students And Classes/Data;STUDENTS AND CLASSES.DCX;.dcx;7680;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Students And Classes/Data/STUDENTS.CDX;ARXIV/UDH3/Vfp98/Wizards/Template/Students And Classes/Data;STUDENTS.CDX;.cdx;7680;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Students And Classes/Data/STUDENTS.DBF;ARXIV/UDH3/Vfp98/Wizards/Template/Students And Classes/Data;STUDENTS.DBF;.dbf;3604;1998-05-24 19:00:00;DBF;Visual FoxPro;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Students And Classes/Data/STUDENTS.FPT;ARXIV/UDH3/Vfp98/Wizards/Template/Students And Classes/Data;STUDENTS.FPT;.fpt;960;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Students And Classes/Data/assignments.cdx;ARXIV/UDH3/Vfp98/Wizards/Template/Students And Classes/Data;assignments.cdx;.cdx;6144;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Students And Classes/Data/assignments.dbf;ARXIV/UDH3/Vfp98/Wizards/Template/Students And Classes/Data;assignments.dbf;.dbf;909;1998-05-24 19:00:00;DBF;Visual FoxPro;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Students And Classes/Data/assignments.fpt;ARXIV/UDH3/Vfp98/Wizards/Template/Students And Classes/Data;assignments.fpt;.fpt;1408;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Students And Classes/Data/departments.cdx;ARXIV/UDH3/Vfp98/Wizards/Template/Students And Classes/Data;departments.cdx;.cdx;4608;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Students And Classes/Data/departments.dbf;ARXIV/UDH3/Vfp98/Wizards/Template/Students And Classes/Data;departments.dbf;.dbf;1152;1998-05-24 19:00:00;DBF;Visual FoxPro;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Students And Classes/Data/instructors.cdx;ARXIV/UDH3/Vfp98/Wizards/Template/Students And Classes/Data;instructors.cdx;.cdx;6144;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Students And Classes/Data/instructors.dbf;ARXIV/UDH3/Vfp98/Wizards/Template/Students And Classes/Data;instructors.dbf;.dbf;1282;1998-05-24 19:00:00;DBF;Visual FoxPro;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Students And Classes/Data/students and classes.CDX;ARXIV/UDH3/Vfp98/Wizards/Template/Students And Classes/Data;students and classes.CDX;.cdx;9216;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Students And Classes/Data/students and classes.dbf;ARXIV/UDH3/Vfp98/Wizards/Template/Students And Classes/Data;students and classes.dbf;.dbf;1070;1998-05-24 19:00:00;DBF;Visual FoxPro;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Time And Billing/MSCREATE.DIR;ARXIV/UDH3/Vfp98/Wizards/Template/Time And Billing;MSCREATE.DIR;.dir;0;2004-07-20 18:09:22;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Time And Billing/Data/CLIENTS.CDX;ARXIV/UDH3/Vfp98/Wizards/Template/Time And Billing/Data;CLIENTS.CDX;.cdx;9216;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Time And Billing/Data/CLIENTS.DBF;ARXIV/UDH3/Vfp98/Wizards/Template/Time And Billing/Data;CLIENTS.DBF;.dbf;1667;1998-05-24 19:00:00;DBF;Visual FoxPro;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Time And Billing/Data/CLIENTS.FPT;ARXIV/UDH3/Vfp98/Wizards/Template/Time And Billing/Data;CLIENTS.FPT;.fpt;640;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Time And Billing/Data/MSCREATE.DIR;ARXIV/UDH3/Vfp98/Wizards/Template/Time And Billing/Data;MSCREATE.DIR;.dir;0;2004-07-20 18:09:22;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Time And Billing/Data/PAYMENTS.CDX;ARXIV/UDH3/Vfp98/Wizards/Template/Time And Billing/Data;PAYMENTS.CDX;.cdx;9216;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Time And Billing/Data/PAYMENTS.DBF;ARXIV/UDH3/Vfp98/Wizards/Template/Time And Billing/Data;PAYMENTS.DBF;.dbf;1362;1998-05-24 19:00:00;DBF;Visual FoxPro;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Time And Billing/Data/PROJECTS.CDX;ARXIV/UDH3/Vfp98/Wizards/Template/Time And Billing/Data;PROJECTS.CDX;.cdx;10752;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Time And Billing/Data/PROJECTS.DBF;ARXIV/UDH3/Vfp98/Wizards/Template/Time And Billing/Data;PROJECTS.DBF;.dbf;1109;1998-05-24 19:00:00;DBF;Visual FoxPro;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Time And Billing/Data/PROJECTS.FPT;ARXIV/UDH3/Vfp98/Wizards/Template/Time And Billing/Data;PROJECTS.FPT;.fpt;768;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Time And Billing/Data/TIME AND BILLING.DBC;ARXIV/UDH3/Vfp98/Wizards/Template/Time And Billing/Data;TIME AND BILLING.DBC;.dbc;26127;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Time And Billing/Data/TIME AND BILLING.DCT;ARXIV/UDH3/Vfp98/Wizards/Template/Time And Billing/Data;TIME AND BILLING.DCT;.dct;27840;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Time And Billing/Data/TIME AND BILLING.DCX;ARXIV/UDH3/Vfp98/Wizards/Template/Time And Billing/Data;TIME AND BILLING.DCX;.dcx;9728;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Time And Billing/Data/employees.cdx;ARXIV/UDH3/Vfp98/Wizards/Template/Time And Billing/Data;employees.cdx;.cdx;7680;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Time And Billing/Data/employees.dbf;ARXIV/UDH3/Vfp98/Wizards/Template/Time And Billing/Data;employees.dbf;.dbf;3204;1998-05-24 19:00:00;DBF;Visual FoxPro;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Time And Billing/Data/employees.fpt;ARXIV/UDH3/Vfp98/Wizards/Template/Time And Billing/Data;employees.fpt;.fpt;832;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Time And Billing/Data/expense codes.CDX;ARXIV/UDH3/Vfp98/Wizards/Template/Time And Billing/Data;expense codes.CDX;.cdx;3072;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Time And Billing/Data/expense codes.dbf;ARXIV/UDH3/Vfp98/Wizards/Template/Time And Billing/Data;expense codes.dbf;.dbf;573;1998-05-24 19:00:00;DBF;Visual FoxPro;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Time And Billing/Data/my company information.CDX;ARXIV/UDH3/Vfp98/Wizards/Template/Time And Billing/Data;my company information.CDX;.cdx;7680;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Time And Billing/Data/my company information.FPT;ARXIV/UDH3/Vfp98/Wizards/Template/Time And Billing/Data;my company information.FPT;.fpt;704;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Time And Billing/Data/my company information.dbf;ARXIV/UDH3/Vfp98/Wizards/Template/Time And Billing/Data;my company information.dbf;.dbf;950;1998-05-24 19:00:00;DBF;Visual FoxPro;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Time And Billing/Data/payment methods.CDX;ARXIV/UDH3/Vfp98/Wizards/Template/Time And Billing/Data;payment methods.CDX;.cdx;3072;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Time And Billing/Data/payment methods.dbf;ARXIV/UDH3/Vfp98/Wizards/Template/Time And Billing/Data;payment methods.dbf;.dbf;653;1998-05-24 19:00:00;DBF;Visual FoxPro;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Time And Billing/Data/time card expenses.CDX;ARXIV/UDH3/Vfp98/Wizards/Template/Time And Billing/Data;time card expenses.CDX;.cdx;12288;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Time And Billing/Data/time card expenses.FPT;ARXIV/UDH3/Vfp98/Wizards/Template/Time And Billing/Data;time card expenses.FPT;.fpt;1024;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Time And Billing/Data/time card expenses.dbf;ARXIV/UDH3/Vfp98/Wizards/Template/Time And Billing/Data;time card expenses.dbf;.dbf;857;1998-05-24 19:00:00;DBF;Visual FoxPro;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Time And Billing/Data/time card hours.CDX;ARXIV/UDH3/Vfp98/Wizards/Template/Time And Billing/Data;time card hours.CDX;.cdx;13824;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Time And Billing/Data/time card hours.FPT;ARXIV/UDH3/Vfp98/Wizards/Template/Time And Billing/Data;time card hours.FPT;.fpt;1856;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Time And Billing/Data/time card hours.dbf;ARXIV/UDH3/Vfp98/Wizards/Template/Time And Billing/Data;time card hours.dbf;.dbf;1551;1998-05-24 19:00:00;DBF;Visual FoxPro;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Time And Billing/Data/time cards.CDX;ARXIV/UDH3/Vfp98/Wizards/Template/Time And Billing/Data;time cards.CDX;.cdx;6144;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Time And Billing/Data/time cards.dbf;ARXIV/UDH3/Vfp98/Wizards/Template/Time And Billing/Data;time cards.dbf;.dbf;515;1998-05-24 19:00:00;DBF;Visual FoxPro;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Time And Billing/Data/work codes.CDX;ARXIV/UDH3/Vfp98/Wizards/Template/Time And Billing/Data;work codes.CDX;.cdx;3072;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Time And Billing/Data/work codes.dbf;ARXIV/UDH3/Vfp98/Wizards/Template/Time And Billing/Data;work codes.dbf;.dbf;573;1998-05-24 19:00:00;DBF;Visual FoxPro;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Video Collection/MSCREATE.DIR;ARXIV/UDH3/Vfp98/Wizards/Template/Video Collection;MSCREATE.DIR;.dir;0;2004-07-20 18:09:22;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Video Collection/Data/ACTORS.CDX;ARXIV/UDH3/Vfp98/Wizards/Template/Video Collection/Data;ACTORS.CDX;.cdx;4608;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Video Collection/Data/ACTORS.DBF;ARXIV/UDH3/Vfp98/Wizards/Template/Video Collection/Data;ACTORS.DBF;.dbf;1781;1998-05-24 19:00:00;DBF;Visual FoxPro;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Video Collection/Data/MSCREATE.DIR;ARXIV/UDH3/Vfp98/Wizards/Template/Video Collection/Data;MSCREATE.DIR;.dir;0;2004-07-20 18:09:22;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Video Collection/Data/VIDEO COLLECTION.DBC;ARXIV/UDH3/Vfp98/Wizards/Template/Video Collection/Data;VIDEO COLLECTION.DBC;.dbc;9462;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Video Collection/Data/VIDEO COLLECTION.DCT;ARXIV/UDH3/Vfp98/Wizards/Template/Video Collection/Data;VIDEO COLLECTION.DCT;.dct;9408;1998-05-24 19:00:00;;;ok
